ID,Fecha de creación,Likes,Retweets,Nº comentarios,Texto
1543602965197606914,2022-07-03 14:30:00+00:00,3,2,0,"⚫️Luto en la enseñanza y la divulgación: muere el historiador Fernando García de Cortázar

El Premio Nacional de Historia ha fallecido este domingo en Madrid a los 79 años, tras ser hospitalizado el pasado jueves por una perforación intestinal

https://t.co/TT7jlpx8ZC https://t.co/OgjAH3m2pP"
1543601974574292992,2022-07-03 14:26:04+00:00,5,0,0,"▶#EnDirecto Alcaraz se juega desde las 16.30 h. el pase a los cuartos de final de Wimbledon contra todo un talento generacional, su amigo y rival Jannik Sinner

Sigue con nosotros las incidencias del partido 👇

https://t.co/rgB0eBx9pF"
1543599190630051841,2022-07-03 14:15:00+00:00,13,1,9,"🟡Lo más V+|  Los puntos calientes que amenazan con extender la guerra a la UE.

El enclave ruso de Kaliningrado tensiona el Este de Europa | “Putin atacará a la UE”, llega a señalar un influyente militar en la reserva alemán.

✍️ Alexis Rodríguez.
https://t.co/nvGcqu5vQY https://t.co/y9n8Oah3py"
1543595417450979329,2022-07-03 14:00:00+00:00,3,0,2,"Santander ha puesto en marcha un nuevo programa de educación financiera dirigido especialmente a los mayores de 65 años.

https://t.co/zSYHObLVLu
Con @santander_es"
1543595414938562566,2022-07-03 14:00:00+00:00,42,17,22,"Rusia acusa a Ucrania de un ataque aéreo en la ciudad rusa de Bélgorod, en el que han muerto al menos tres personas. 👇

https://t.co/Ru8fXpBgJs https://t.co/tmrWBJJk18"
1543592395748429824,2022-07-03 13:48:00+00:00,15,7,3,"Análisis | ""Las restricciones aplicadas por Lituania al enclave de Kaliningrado disparan la alarma ante un posible choque militar. La base naval situada allí tiene para Moscú una importancia geoestratégica clave"", escribe @Lluis_Uria 

https://t.co/QtJNOk78uD"
1543589375438721026,2022-07-03 13:36:00+00:00,0,1,0,"Baúl de bulos | La caja fuerte de los suegros de Henri Matisse

""Henri se plantó en París con una mano delante y otra detrás. Sirva este caso como metáfora del vacío que se halla tras tantas promesas de toda índole"" escribe John William Wiklinson

https://t.co/vGfQUfJ3vq https://t.co/vCgtkxRjUx"
1543586355480956930,2022-07-03 13:24:00+00:00,2,0,0,"Europa renueva sus cohetes para competir con SpaceX

El lanzamiento del Vega-C este mes marca el inicio de una nueva era para los cohetes europeos

Un reportaje de @JosepCorbella 
https://t.co/xWeabwfDOF https://t.co/J2kb9Wafb1"
1543583335573819394,2022-07-03 13:12:00+00:00,14,8,0,"Una turista austriaca muere tras ser atacada por un tiburón en Egipto

La víctima se encontraba nadando en Hurgadha, uno de los lugares más reconocidos del mundo para la práctica del buceo

https://t.co/BGZnYzCYWV"
1543579801520410625,2022-07-03 12:57:57+00:00,12,4,3,"Alemania prepara su rearme con un Panther futurista

El modelo hereda el nombre del icónico y temido carro de combate Panzer V alemán de la Segunda Guerra Mundial

✍️@FigueredoE 
https://t.co/3RKRTHJhUK https://t.co/PcOLZpp7PO"
1543578794489004032,2022-07-03 12:53:57+00:00,10,3,0,"Por solo 72 milésimas de segundo, el madrileño superó a Verstappen en mojado y aspirará a su primera victoria https://t.co/lNHD7RMviy"
1543575512345460736,2022-07-03 12:40:55+00:00,12,2,2,"Parecen la misma persona pero no. Cejas marcadas, pómulos perfilados, nariz fina, labios voluminosos... Especialistas en estética y cirugía plástica y jueces de concursos coinciden sobre los ideales de belleza que tienen ahora las jóvenes.

✍️ @Mayterius
https://t.co/6PBA20I26L https://t.co/YGDExqOCST"
1543567617998442496,2022-07-03 12:09:32+00:00,19,16,0,"Tras ver su foto publicada en 'La Vanguardia', varias mujeres han descubierto que podrían ser víctimas del acosador que Paula Bonet, Víctor G.T.

Informa @laragomez93 

https://t.co/nqmfXyuDAQ https://t.co/9mp4d6UxnX"
1543563957922803712,2022-07-03 11:55:00+00:00,9,0,12,"“Nuestro plan para salvar a Messi era otro, era el bueno”

Quien fue aspirante a la presidencia del Barça, @victor_font,  analiza con mirada crítica el mandato de Joan Laporta.

El barómetro blaugrana / Entrevista (I) por @JoanjosepPallas 

https://t.co/YM2Tl1b2L9"
